review,sentiment
 Lovely hotel fantastic location for us Excellent customer service at reception I had forgotten to print off concert tickets lovely receptionist went out of her way to help me print them,1
 None,0
The room was very nice but not much space around beds to move around with four in the room We had a fantastic view of the the London eye but not much of the city from the 6th floor The staff were very friendly and helpful A great hotel that treated children warmly as guests It was very crowded in the breakfast area and they opened up the bar area to serve as many guests as they could The mini bar area with extra sink was very nice as was the very clean bathroom with a defogging mirror,1
 The decor in the entrance lobby was nice,1
 Everything about the hotel and location and friendly staff ,1
 None,0
3 hour check I,0
 Nothing,0
 The construction on the premises the noise from the road and the poor air conditioning,0
No Negative,0
 Transportation was a bit of a pain but on route to your destination there is amazing views at every corner ,0
The staff is unfriendly and unhelpful Not all of them but Mark was so tough and unhelpful Another lady caused me the problem of having another room reserved and paid without chick in She supposed to contact the reservation for me since morning and she did not do anything in more than 12 hours The guest manager did not help me as well and never apologise for inconvinience I was not waiting to refund my money but at least to give me my right to use the room anf to apologise Come on they know nothing about communicating with customer Their English is poor A man in the comcierge treated me like a He shouted in my face resusing to bring my luggage bcause he is too busy right now while I have not asked him to bring them immedietely I had then to bring them by my seld the blond gentelman in concierge was so friendly and polite and apologised to me for what his colleage did Finally I would never go back to that hotel I paid more than 300 per night and staid for 5 nights The value for my money was zero,0
 The breads at breakfast were not as fresh as I thought they should be Having said that the range of choice was excellent,0
 It s a tired old building We had problems with plumbing A C didn t work elevator is so tiny two people plus luggage fill it up Windows didn t open There is no business center to print airline tickets Overall it was expensive and there are other choices nearby at the same or lower cost ,0
location is great close to 2 tube stations lobby public areas lovely old world feel but rooms spacious very clean all requests followed up quickly with smiles beds very comfortable with a choice of pillows,1
This hotel was perfect for us We could walk to many sites and museums and the tube stop was right around the corner if we didn t walk It s a 10 minute walk to Euston Station or King s Cross The hotel is very elegant with a beautiful lobby Our room was really comfortable and quiet The bathroom was good sized We had a mini fridge and a tea kettle so we could have tea in our room the wifi was good Really everything we needed to be comfortable was provided and we were in a great location We loved it and would definitely stay here next time we re in London,1
